period;M0_EUR;M1_EUR;M2_EUR;moneyCirculation_EUR;moneyVelocity_EUR;keyInterestRate_EUR;priceIndex_EUR;creditUtilizationRate_EUR;M0_USD;M1_USD;M2_USD;moneyCirculation_USD;moneyVelocity_USD;keyInterestRate_USD;priceIndex_USD;creditUtilizationRate_USD;M0_YEN;M1_YEN;M2_YEN;moneyCirculation_YEN;moneyVelocity_YEN;keyInterestRate_YEN;priceIndex_YEN;creditUtilizationRate_YEN
2002-03-31;0;424929.504435172;454682.298677874;1054548.59809398;2.31930867148424;0.00957709349237701;13.9312873408885;0.47173253026569;0;814020.655260358;814020.655260358;1658768.42673446;2.03774734217759;0.05;27.167872703039;0.82233530460442;0;768882.641047552;768882.641047552;1440536.25367208;1.87354503375111;0.05;27.8859842306092;0.680054192407023
2002-04-07;0;498977.515129074;510739.017734403;1075497.93685085;2.10576811151353;0.00950393300462922;13.9318714166957;0.456064029143011;0;880617.698265106;880617.698265106;1776524.7575725;2.01736208694466;0.05;26.4308463335436;0.990879585827931;0;764771.982495986;764771.982495986;1826230.12245517;2.38794067284591;0.05;27.2724275607287;0.900530490487963
2002-04-14;0;568460.940240943;521959.053877096;1363792.58036988;2.61283441725872;0.00852676142329883;13.8253465653071;0.415952789675171;0;779446.574458623;779446.574458623;2013763.69665917;2.58358143155336;0.05;25.6345000222003;0.984429382861804;0;831063.399426972;831063.399426972;1899881.66077421;2.28608510744692;0.05;26.4954499219873;0.922300635799439
2002-04-21;0;541985.710261398;550595.379971543;1348006.89448609;2.44827135047113;0.00739327046796842;13.6759987285225;0.430786952967285;0;728378.854728904;728378.854728904;1493897.12204755;2.05098914163779;0.05;24.70232576977;0.987750237806388;0;830946.457022709;830946.457022709;1632521.79634077;1.96465341724918;0.05;25.6139491687465;0.818890953579475
2002-04-28;0;520199.681573832;474666.705830214;1074664.22369588;2.26403961031192;0.00618696966653923;13.542938128606;0.402886407689656;0;713581.709262383;713581.709262383;1616222.75961579;2.26494420840249;0.05;23.7008715664713;0.951829993396564;0;871865.313582765;871865.313582765;1754980.12315859;2.01290279108229;0.05;24.8231088238951;0.841522753299211
2002-05-05;0;469358.411892197;486963.450739676;1048265.61392078;2.15265768371017;0.00454206488648131;13.3770189806949;0.402929468218816;0;751913.541261405;751913.541261405;1569082.31628832;2.08678555470092;0.05;22.5617184090555;0.897186524499611;0;834723.030667376;834723.030667376;1835017.32833175;2.19835473673779;0.05;24.0499128632892;0.735295142748498
2002-05-12;0;493418.487011331;542975.973392249;1222989.44593198;2.25238225236992;0.00267089423000834;13.1799529314798;0.449680031969668;0;775351.30730512;775351.30730512;1566604.16753084;2.02050883615051;0.0479612124296597;21.3892878141259;0.8549012743039;0;791767.503552171;791767.503552171;1797766.11218123;2.27057324797464;0.05;23.3609902273596;0.638764447393767
2002-05-19;0;448150.948403545;447967.545040642;1173255.45307978;2.61906351491008;0.000628352923207141;12.9627128330645;0.408633245500165;0;746592.809376217;746592.809376217;1862604.81478157;2.49480679614071;0.0444284795942847;20.3971242894227;0.695986600755897;0;732527.758766626;732527.758766626;1433714.34985163;1.95721504433581;0.05;23.4465019817364;0.681804044725474
2002-05-26;0;442412.784129528;472805.784377242;932175.428325564;1.97158211495526;0;12.7236543673532;0.406157008788618;0;880377.754806751;880377.754806751;1769096.72753954;2.00947458960713;0.0447898809817033;20.5028930670116;0.73662651212287;0;630520.524887581;630520.524887581;1469449.12559711;2.33053337297641;0.05;22.8597658780947;0.690901428600754
2002-06-02;0;472615.156696149;492308.78071744;1140744.45478329;2.31713205098817;0;12.5090585083747;0.394500582439006;0;686924.754662322;686924.754662322;1971289.82241977;2.86973181420549;0.0426238691230087;19.9364887289989;0.671182193969018;0;641518.810361029;641518.810361029;1335562.41935508;2.08187569527924;0.05;22.313108268876;0.660567773833077
2002-06-09;0;455328.571477307;465719.330953397;1120695.77278436;2.40637589702392;0;12.4416914729092;0.354719361301856;0;758322.914656532;758322.914656532;1831343.14710815;2.41499117554376;0.0391326311680622;19.0821723495088;0.987795008596439;0;893435.712602974;893435.712602974;2029207.41971093;2.27124055048006;0.0491208604841701;21.7712161863604;0.993727812470592
2002-06-16;0;411894.485505674;449456.286395953;1079080.10471343;2.40085662916462;0;12.6485250625237;0.370838155297379;0;776914.381372287;776914.381372287;2276966.54084459;2.93078181513736;0.0356264077590547;18.2961085552374;0.97281550131247;0;915902.014742617;915902.014742617;1984420.1908403;2.16662935433978;0.0470181535323175;21.1519504856491;0.994964623939387
2002-06-23;0;418651.402246772;445264.364100046;1054508.95433212;2.36827610595664;0;12.741068585423;0.403105846856974;0;807659.407570686;807659.407570686;1579880.39511716;1.9561220736216;0.0323818276205463;17.6252447891864;0.936667903625904;0;905175.90766793;905175.90766793;1888461.28541541;2.08629203386642;0.0447966198045451;20.534871333647;0.993531052184583
2002-06-30;0;422707.345712927;421078.769407922;959133.087490945;2.27779968303693;0;12.7059648721668;0.405515476742095;0;848265.051958499;848265.051958499;1809915.69734632;2.13366764688411;0.0294718520713851;17.065135041982;0.904329552584008;0;910492.212064335;910492.212064335;1764415.9127379;1.9378704060933;0.0421280335288641;19.8386549038152;0.990022561555126
2002-07-07;0;464050.443540355;455787.688307013;965311.546433794;2.11789737019744;0;12.8119664329562;0.467455029941707;0;856608.409141231;856608.409141231;1660718.94998603;1.93871427394805;0.0280811949041378;16.8135269395365;0.874821327742935;0;886679.261156806;886679.261156806;1805222.57330908;2.03593638916726;0.0394477448757373;19.1860464160212;0.987303542388351
